  260,20180903,   -1
  260,20180904,   -1
  260,20180905,   44
  260,20180906,   57
  260,20180907,   54
  260,20180908,   -1
  260,20180909,   -1
  260,20180910,    0
  260,20180911,    0
  260,20180912,   11
  260,20180913,    0
  260,20180914,    0
  260,20180915,    2
  260,20180916,    0
  260,20180917,    0
  260,20180918,    0
  260,20180919,    0
  260,20180920,    0
  260,20180921,   83
  260,20180922,   62
  260,20180923,   97
  260,20180924,    5
  260,20180925,    0
  260,20180926,    0
  260,20180927,    0
  260,20180928,    0
  260,20180929,    0
  260,20180930,   -1
  260,20181001,   35
  260,20181002,   39
  260,20181003,   -1
  260,20181004,    0
  260,20181005,    0
  260,20181006,   -1
  260,20181007,    0
  260,20181008,    0
  260,20181009,    0
  260,20181010,    0
  260,20181011,   -1
  260,20181012,    1
  260,20181013,    0
  260,20181014,    0
  260,20181015,    0
  260,20181016,    0
  260,20181017,    0
  260,20181018,   -1
  260,20181019,    0
  260,20181020,    0
  260,20181021,    0
  260,20181022,    2
  260,20181023,   -1
  260,20181024,    5
  260,20181025,    3
  260,20181026,   73
  260,20181027,   11
  260,20181028,    0
  260,20181029,   -1
  260,20181030,  192
  260,20181031,    5
  260,20181101,   38
  260,20181102,   19
  260,20181103,    0
  260,20181104,    0
  260,20181105,    0
  260,20181106,    0
  260,20181107,   11
  260,20181108,   -1
  260,20181109,   -1
  260,20181110,   42
  260,20181111,   68
  260,20181112,   53
  260,20181113,    1
  260,20181114,    0
  260,20181115,    0
  260,20181116,    0
  260,20181117,    0
  260,20181118,    0
  260,20181119,    1
  260,20181120,   -1
  260,20181121,    1
  260,20181122,    0
  260,20181123,   -1
  260,20181124,    0
  260,20181125,    0
  260,20181126,   -1
  260,20181127,    0
  260,20181128,   50
  260,20181129,   68
  260,20181130,    0
  260,20181201,   20
  260,20181202,   59
  260,20181203,   26
  260,20181204,    2
  260,20181205,   20
  260,20181206,   21
  260,20181207,  131
  260,20181208,  160
  260,20181209,  105
  260,20181210,   23
  260,20181211,    1
  260,20181212,    0
  260,20181213,    0
  260,20181214,    0
  260,20181215,    9
  260,20181216,   20
  260,20181217,   62
  260,20181218,    0
  260,20181219,    1
  260,20181220,   37
  260,20181221,  140
  260,20181222,   59
  260,20181223,   96
  260,20181224,   -1
  260,20181225,    0
  260,20181226,    0
  260,20181227,    0
  260,20181228,    0
  260,20181229,    4
  260,20181230,   10
  260,20181231,    1
  260,20190101,    4
  260,20190102,    2
  260,20190103,   -1
  260,20190104,   -1
  260,20190105,    3
  260,20190106,   -1
  260,20190107,   13
  260,20190108,   37
  260,20190109,    4
  260,20190110,   12
  260,20190111,   25
  260,20190112,   36
  260,20190113,   60
  260,20190114,   38
  260,20190115,   -1
  260,20190116,   50
  260,20190117,  124
  260,20190118,    0
  260,20190119,    0
  260,20190120,    0
  260,20190121,    0
  260,20190122,   22
  260,20190123,    0
  260,20190124,   -1
  260,20190125,   22
  260,20190126,   41
  260,20190127,   79
  260,20190128,   26
  260,20190129,   -1
  260,20190130,   39
  260,20190131,   -1
  260,20190201,   10
  260,20190202,   29
  260,20190203,    0
  260,20190204,   30
  260,20190205,    1
  260,20190206,  154
  260,20190207,   57
  260,20190208,   34
  260,20190209,   -1
  260,20190210,  305
  260,20190211,   15
  260,20190212,    0
  260,20190213,    0
  260,20190214,    0
  260,20190215,    0
  260,20190216,    0
  260,20190217,    0
  260,20190218,    1
  260,20190219,   -1
  260,20190220,    0
  260,20190221,   18
  260,20190222,    0
  260,20190223,    0
  260,20190224,    0
  260,20190225,    0
  260,20190226,    0
  260,20190227,    0
  260,20190228,   22
  260,20190301,    2
  260,20190302,    1
  260,20190303,   39
  260,20190304,   32
  260,20190305,   11
  260,20190306,   13
  260,20190307,  226
  260,20190308,   21
  260,20190309,   44
  260,20190310,  208
  260,20190311,   17
  260,20190312,   36
  260,20190313,   68
  260,20190314,  117
  260,20190315,   60
  260,20190316,   72
  260,20190317,   42
  260,20190318,   26
  260,20190319,   -1
  260,20190320,   -1
  260,20190321,    0
  260,20190322,    0
  260,20190323,    0
  260,20190324,    0
  260,20190325,    8
  260,20190326,    0
  260,20190327,    0
  260,20190328,   -1
  260,20190329,    0
  260,20190330,    0
  260,20190331,    0
  260,20190401,    0
  260,20190402,  117
  260,20190403,   43
  260,20190404,    0
  260,20190405,    0
  260,20190406,   -1
  260,20190407,   -1
  260,20190408,    0
  260,20190409,    0
  260,20190410,    0
  260,20190411,    0
  260,20190412,    0
  260,20190413,   -1
  260,20190414,    0
  260,20190415,    0
  260,20190416,    0
  260,20190417,    0
  260,20190418,    0
  260,20190419,    0
  260,20190420,    0
  260,20190421,    0
  260,20190422,    0
  260,20190423,    0
  260,20190424,   92
  260,20190425,   21
  260,20190426,    0
  260,20190427,   89
  260,20190428,    1
  260,20190429,    0
  260,20190430,    0
  260,20190501,    0
  260,20190502,   51
  260,20190503,   24
  260,20190504,    9
  260,20190505,    6
  260,20190506,    1
  260,20190507,    2
  260,20190508,   24
  260,20190509,   32
  260,20190510,   16
  260,20190511,    0
  260,20190512,    0
  260,20190513,    0
  260,20190514,    0
  260,20190515,    0
  260,20190516,   -1
  260,20190517,    0
  260,20190518,    0
  260,20190519,    0
  260,20190520,    0
  260,20190521,    0
  260,20190522,    0
  260,20190523,    0
  260,20190524,    0
  260,20190525,    0
  260,20190526,   88
  260,20190527,   -1
  260,20190528,  150
  260,20190529,   -1
  260,20190530,    2
  260,20190531,   -1
  260,20190601,    0
  260,20190602,    0
  260,20190603,    0
  260,20190604,  132
  260,20190605,  155
  260,20190606,   86
  260,20190607,   10
  260,20190608,   71
  260,20190609,   -1
  260,20190610,    6
  260,20190611,    1
  260,20190612,  214
  260,20190613,   27
  260,20190614,    7
  260,20190615,   95
  260,20190616,    1
  260,20190617,    0
  260,20190618,   -1
  260,20190619,  408
  260,20190620,    1
  260,20190621,   -1
  260,20190622,    0
  260,20190623,    0
  260,20190624,    0
  260,20190625,    0
  260,20190626,    0
  260,20190627,    0
  260,20190628,    0
  260,20190629,    0
  260,20190630,    0
  260,20190701,    0
  260,20190702,    0
  260,20190703,    0
  260,20190704,    0
  260,20190705,    0
  260,20190706,   22
  260,20190707,    0
  260,20190708,    3
  260,20190709,    0
  260,20190710,   39
  260,20190711,   -1
  260,20190712,  286
  260,20190713,   23
  260,20190714,    1
  260,20190715,   -1
  260,20190716,    0
  260,20190717,    0
  260,20190718,    7
  260,20190719,    0
  260,20190720,   84
  260,20190721,    0
  260,20190722,    0
  260,20190723,    0
  260,20190724,    0
  260,20190725,    0
  260,20190726,    0
  260,20190727,   22
  260,20190728,   -1
  260,20190729,    0
  260,20190730,    0
  260,20190731,   42
  260,20190801,   32
  260,20190802,   83
  260,20190803,    0
  260,20190804,    0
  260,20190805,   -1
  260,20190806,    0
  260,20190807,   35
  260,20190808,    3
  260,20190809,   72
  260,20190810,    2
  260,20190811,    0
  260,20190812,  143
  260,20190813,   93
  260,20190814,   59
  260,20190815,   37
  260,20190816,    6
  260,20190817,  130
  260,20190818,    2
  260,20190819,    2
  260,20190820,   -1
  260,20190821,    0
  260,20190822,    0
  260,20190823,    0
  260,20190824,    0
  260,20190825,    0
  260,20190826,    0
  260,20190827,    0
  260,20190828,   -1
  260,20190829,   -1
  260,20190830,    0
  260,20190831,   -1
  260,20190901,   -1
  260,20190902,    0
  260,20190903,   -1
  260,20190904,   86
  260,20190905,    9
  260,20190906,  101
  260,20190907,   27
  260,20190908,    0
  260,20190909,    0
  260,20190910,    0
  260,20190911,   54
  260,20190912,    0
  260,20190913,   11
  260,20190914,    0
  260,20190915,    0
  260,20190916,   43
  260,20190917,    0
  260,20190918,    0
  260,20190919,    0
  260,20190920,    0
  260,20190921,    0
  260,20190922,   46
  260,20190923,   10
  260,20190924,   56
  260,20190925,   11
  260,20190926,  156
  260,20190927,   10
  260,20190928,   60
  260,20190929,  221
  260,20190930,   87
  260,20191001,  171
  260,20191002,   10
  260,20191003,    7
  260,20191004,  119
  260,20191005,    0
  260,20191006,  101
  260,20191007,   12
  260,20191008,   56
  260,20191009,  185
  260,20191010,    7
  260,20191011,   19
  260,20191012,   67
  260,20191013,   62
  260,20191014,   15
  260,20191015,    4
  260,20191016,   87
  260,20191017,   10
  260,20191018,    3
  260,20191019,   13
  260,20191020,   -1
  260,20191021,   72
  260,20191022,   -1
  260,20191023,    1
  260,20191024,    8
  260,20191025,   -1
  260,20191026,   22
  260,20191027,    3
  260,20191028,   -1
  260,20191029,    0
  260,20191030,    0
  260,20191031,    0
  260,20191101,   35
  260,20191102,  116
  260,20191103,  135
  260,20191104,   32
  260,20191105,   43
  260,20191106,    3
  260,20191107,   56
  260,20191108,    0
  260,20191109,    2
  260,20191110,    0
  260,20191111,   83
  260,20191112,   52
  260,20191113,   87
  260,20191114,    0
  260,20191115,    0
  260,20191116,    0
  260,20191117,   12
  260,20191118,   54
  260,20191119,   20
  260,20191120,    0
  260,20191121,    0
  260,20191122,    3
  260,20191123,    0
  260,20191124,    0
  260,20191125,    0
  260,20191126,   19
